authors,title,#grscore,#votes,#pagecount,#wordcount
"Deborah Crombie","Kissed a Sad Goodbye","4.05","7440","425","123180"
"Deborah Crombie","Where Memories Lie","","","320","91582"
"Deborah Crombie","No Mark Upon Her","4.16","10202","420","118114"
"Deborah Crombie","Leave the Grave Green","3.94","10208","274","80761"
"Deborah Crombie","Necessary as Blood","4.19","9031","401","114029"
"Deborah Crombie","All Shall Be Well","3.93","12462","243","70671"
"Deborah Crombie","Now May You Weep","4.03","6820","398","104594"
"Deborah Crombie","Water Like a Stone","4.18","7406","471","131461"
"Deborah Crombie","A Share in Death","3.74","20797","220","64643"
"Deborah Crombie","In a Dark House","4.12","8033","370","107569"
"Leigh Nichols & Dean Koontz","The Key to Midnight","4.01","31704","414","95082"
"Deborah Crombie","Mourn Not Your Dead","4.06","9183","287","84942"
"Dean Koontz","Dark Rivers of the Heart","3.94","20184","777","196889"
"Leigh Nichols & Dean Koontz","The Eyes of Darkness","3.88","37548","345","86712"
"Dean Koontz","Shattered","3.9","22164","200","50361"
"Richard Paige & Dean Koontz","The Door to December","3.97","38862","289","121076"
"Dean Koontz","Velocity","3.87","66208","383","90681"
"Dean Koontz","Strangers","4.02","46981","922","259079"
"Dean Koontz","Hideaway","3.87","36416","437","128441"
"Dean Koontz","False Memory","3.91","48160","803","208867"
"Dean Koontz","Seize the Night","4.09","29575","535","140251"
"Dean Koontz","Mr. Murder: A Thriller","3.79","27963","560","136778"
"Dean R. Koontz","Midnight","3.87","27969","559","161684"
"Dean Koontz","Fear Nothing","4.0","38803","494","127660"
"Dean Koontz","By the Light of the Moon","3.89","27215","471","123131"
"Dean Koontz","Sole Survivor","3.81","31411","429","110606"
"Dean Koontz","Winter Moon","3.86","18892","449","114166"
"Dean R. Koontz","77 Shadow Street","3.37","21729","427","130216"
"Dean Koontz","Breathless","3.58","18096","286","76211"
"Dean Koontz","The Face","3.75","23074","687","165160"
"Dean Koontz","The Funhouse","3.65","24321","303","75696"
"Dean Koontz","The Taking","3.79","42012","345","84112"
"Dean Koontz","The Husband","3.82","48978","355","84259"
"Dean Koontz","Cold Fire","3.83","26150","485","132792"
"Dean Koontz","Watchers","4.19","169403","594","162011"
"Dean R. Koontz","Relentless","3.77","18262","370","92213"
"Dean Koontz","Demon Seed","3.45","15934","215","48543"
"Dean Koontz","The Darkest Evening of the Year","3.78","30503","349","84563"
"Dean Koontz","Life Expectancy","4.02","39172","426","100680"
"Dean Koontz","Lightning","4.09","64368","461","136033"
"Dean Koontz","From the Corner of His Eye","4.07","34854","839","211410"
"Dean Koontz","Your Heart Belongs to Me","3.4","17574","319","79097"
"Dean Koontz","The Mask","3.8","19546","281","73095"
"Dean Koontz","Intensity","4.04","90676","440","120579"
"Leigh Nichols & Dean Koontz","Shadowfires","3.88","16311","430","124922"
"Dean Koontz","Strange Highways","3.87","19955","467","197678"
"David Rosenfelt","Bury the Lead","4.09","9153","257","71012"
"David Rosenfelt","Dead Center","4.13","7400","289","81325"
"David Rosenfelt","Open and Shut","4.06","15707","278","75842"
"David Rosenfelt","Sudden Death","4.14","7348","281","77814"
"David Rosenfelt","Dog Tags","4.15","6543","335","89131"
"David Rosenfelt","One Dog Night","4.12","5836","337","89912"
"David Rosenfelt","First Degree","4.16","10549","274","77215"
"David Baldacci","Divine Justice","4.23","58708","429","107957"
"David Baldacci","The Camel Club","4.07","96123","531","144852"
"David Baldacci","The Whole Truth","4.08","41185","415","107888"
"David Baldacci","True Blue","3.95","33825","524","123393"
"David Baldacci","Last Man Standing","4.06","53227","631","195418"
"David Baldacci","The Sixth Man","4.2","54941","500","117361"
"David Baldacci","First Family","4.11","47198","533","133461"
"David Baldacci","Absolute Power","4.2","111508","568","159768"
"David Baldacci","Wish You Well","4.05","30699","327","94310"
"David Baldacci","Split Second","4.05","79949","560","113070"
"David Baldacci","Deliver Us From Evil","4.07","34983","481","123305"
"David Baldacci","Total Control","4.14","47433","622","169144"
"David Baldacci","The Simple Truth","4.11","41025","488","142369"
"David Baldacci","The Collectors","4.06","51020","566","116286"
"David Baldacci","Hour Game","4.04","53714","524","133713"
"David Baldacci","Saving Faith","3.96","29100","557","121513"
"David Baldacci","Hell's Corner","4.19","43113","538","123569"
"David Baldacci","The Winner","4.14","53410","551","160124"
"David Baldacci","The Christmas Train","3.61","34661","250","68325"
"David Baldacci","Zero Day","4.06","83871","511","120947"
"Danielle Ramsay","Vanishing Point","3.85","514","423","104986"
"Danielle Ramsay","Broken Silence","3.95","896","386","95787"
"Daniel Silva","The Marching Season","4.16","11434","378","103446"
"Daniel Silva","The Messenger","4.25","31528","390","104050"
"Daniel Silva","The Secret Servant","4.3","29704","379","103944"
"Daniel Silva","Portrait of a Spy","4.26","31778","411","112380"
"Daniel Silva","The Defector","","","417","108879"
"Daniel Silva","The English Assassin","4.17","43040","342","90430"
"Daniel Silva","The Rembrandt Affair","4.32","36376","401","108161"
"Daniel Silva","The Mark of the Assassin","4.13","14378","376","109699"
"Dan Ames","Dead Wood","3.81","2667","248","65349"
"Dan Brown","Angels & Demons","3.95","3328497","580","149478"
"Clive Cussler","The Mediterranean Caper","3.81","23506","275","78332"
"Clive Cussler","Night Probe!","3.92","15264","447","112849"
"Clive Cussler & Paul Kemprecos","The Navigator","4.0","8984","447","120616"
"Clive Cussler & Paul Kemprecos","Fire Ice","3.95","10143","442","127152"
"Clive Cussler","Raise the Titanic!","3.99","29477","415","110027"
"Clive Cussler & Dirk Cussler","Crescent Dawn","4.03","12776","543","137398"
"Clive Cussler & Paul Kemprecos","Polar Shift","3.95","10162","428","117530"
"Clive Cussler","Atlantis Found","4.02","29165","607","169615"
"Clive Cussler & Paul Kemprecos","Blue Gold","3.98","11708","408","117380"
"Clive Cussler & Michael Pritchard","Pacific Vortex!","3.8","24619","247","70048"
"Clive Cussler","Deep Six","3.91","18049","530","127389"
"Clive Cussler","Dragon","3.95","14944","601","156621"
"Clive Cussler & Paul Kemprecos","Medusa","4.05","9397","448","119627"
"Clive Cussler & Paul Kemprecos","Lost City","3.95","8569","428","119755"
"Clive Cussler","Flood Tide","4.03","20813","634","182232"
"Clive Cussler","Valhalla Rising","3.73","326","576","160818"
"Clive Cussler","Treasure","3.95","16119","675","158778"
"Clive Cussler","Vixen 03","3.86","13884","386","100010"
"Clive Cussler","Inca Gold","4.01","28753","642","172823"
"Clive Cussler & Dirk Cussler","Black Wind","3.92","14970","509","150260"
"Clive Cussler & Paul Kemprecos","Serpent","3.99","13433","518","150341"
"Clive Cussler","Trojan Odyssey","3.97","19581","503","141552"
"Clive Cussler","Iceberg","3.86","25171","335","91456"
"Clive Cussler","Cyclops","3.91","15007","572","149708"
"Clive Cussler & Paul Kemprecos","White Death","3.96","8289","402","117065"
"Clive Cussler & Dirk Cussler","Arctic Drift","3.97","15756","456","125282"
"Christopher Reich","Rules of Betrayal","4.06","3029","399","107834"
"Christopher Reich","The Runner","3.79","2912","538","157416"
"Christopher Reich","Numbered Account","3.79","3166","670","192974"
"Christopher Reich","The Devil's Banker","3.72","1411","431","121761"
"Christopher Reich","Rules of Vengeance","3.96","4081","467","126392"
"Christopher Reich","The Patriots Club","3.77","1722","465","126662"
"Christopher Reich","Rules of Deception","3.72","6114","472","128232"
"Christopher Reich","The First Billion","3.88","2141","586","168544"
"Chris Pavone","The Expats","3.51","38302","415","106674"
"Chris Kuzneski","The Plantation","3.77","4105","267","113666"
"Chris Kuzneski","The Secret Crown","3.98","3501","442","108055"
"Chris Kuzneski","Sign of the Cross","3.92","6546","476","133475"
"Chris Kuzneski","Sword of God","3.95","3845","306","81589"
"Chris Kuzneski","The Lost Throne","4.02","6384","505","122314"
"Chris Kuzneski","The Death Relic","3.94","2912","458","119154"
"Chris Kuzneski","The Prophecy","3.98","4274","395","98789"
"Charles Todd","Watchers of Time","3.99","6911","458","132646"
"Charles Todd","Search the Dark","4.04","7382","337","100072"
"Charles Todd","A Test of Wills","3.88","19712","312","92049"
"Charles Todd","A Matter of Justice","4.06","5618","434","108590"
"Charles Todd","A Pale Horse","3.99","6281","421","113760"
"Charles Todd","A Fearsome Doubt","4.04","6363","372","100877"
"Charles Todd","A Long Shadow","4.15","5618","435","103107"
"Charles Todd","Wings of Fire","4.01","9978","352","104722"
"Charles Todd","Legacy of the Dead","4.17","7353","396","113648"
"Charles Todd","A False Mirror","4.06","5261","415","116059"
"Charles Todd","A Cold Treachery","4.2","6162","389","105392"
"Cary McNeal","1,001 Facts That Will Scare the S#*t Out of You: The Ultimate Bathroom Reader","3.53","1693","310","68262"
"Camilla Läckberg","The Drowning","3.96","25364","494","142780"
"Camilla Läckberg","The Ice Princess","3.76","85290","419","130270"
"Camilla Läckberg","The Stonecutter","3.93","36365","489","150167"
"Camilla Läckberg","The Preacher","3.83","46248","446","132424"
"Carmilla Lackberg","The Stranger","3.82","27790","403","121444"
"Camilla Läckberg","The Hidden Child","4.01","30934","535","156584"
"Camilla Ceder","Frozen Moment","3.46","715","645","148185"
"C. S. Lewis & Pauline Baynes","The Magician's Nephew","4.05","583203","132","42000"
"C. S. Lewis","The Horse and His Boy: The Chronicles of Narnia","3.91","378796","152","48925"
"C. M. Palov","The Templar’s Quest","3.75","486","438","117225"
"C. M. Palov","The Templar's Code","3.75","788","455","118101"
"C. M. Palov","Ark of Fire","3.66","854","464","119341"
"Brad Thor","Full Black","4.29","22913","434","115920"
"Brad Thor","Brad Thor Collectors' Edition #1: The Lions of Lucerne / Path of the Assassin / State of the Union","4.33","460","453","127209"
"Brad Thor","The First Commandment","4.27","25237","388","107368"
"Brad Thor","State of the Union","4.22","29881","426","119944"
"Brad Thor","Foreign Influence","4.27","22863","428","110157"
"Brad Thor","The Lions of Lucerne","4.09","45223","543","155716"
"Brad Thor","Takedown","4.29","24435","349","96087"
"Brad Thor","Blowback","4.19","22147","479","136674"
"Brad Taylor","One Rough Man","4.09","17276","459","135499"
"Brad Taylor","All Necessary Force","4.2","12321","412","120835"
"Brad Thor","The Last Patriot","4.2","22678","344","91522"
"Brad Meltzer","The Book of Lies","3.64","13591","361","94055"
"Brad Meltzer","The First Counsel","3.91","9910","535","141696"
"Brad Meltzer","Dead Even","3.8","5795","495","126509"
"Brad Meltzer","The Book of Fate","3.64","12493","553","145795"
"Brad Meltzer","The Zero Game","3.91","13396","441","117331"
"Brad Meltzer","The Tenth Justice","3.95","14191","514","130317"
"Brad Meltzer","The Millionaires","3.83","10204","505","131196"
"Belinda Bauer","Darkside","3.73","4233","364","96734"
"Belinda Bauer","Finders Keepers","3.93","3525","384","101253"
"Belinda Bauer","Blacklands","3.75","10138","160","68320"
"Bathroom Readers' Institute","Uncle John's Endlessly Engrossing Bathroom Reader","4.33","389","710","180088"
"Bathroom Readers' Institute","Uncle John's Unsinkable Bathroom Reader","4.27","420","658","186881"
"Barry Lyga","I Hunt Killers","4.01","42239","317","88073"
"Auður Ava Ólafsdóttir","The Greenhouse","3.82","6470","232","71484"
"Åsa Larsson","Until Thy Wrath Be Past","3.89","7848","322","86879"
"Åsa Larsson","The Black Path","3.75","7784","424","111945"
"Arnaldur Indridason","Outrage: An Inspector Erlendur Novel","","","298","76658"
"Arnaldur Indriðason","Tainted Blood","3.81","31623","269","72777"
"Arnaldur Indriðason","Operation Napoleon","3.56","3760","313","89284"
"Arnaldur Indriðason","The Draining Lake","3.89","13552","347","93484"
"Arnaldur Indriðason","Arctic Chill","3.82","12585","351","90269"
"Arnaldur Indriðason","Voices","3.87","14697","334","84865"
"Arnaldur Indriðason","Silence of the Grave","3.96","21039","291","79998"
"Arnaldur Indriðason","Hypothermia","3.88","11595","332","77619"
"Andrew Pyper","The Wildfire Season: A Novel","3.47","442","365","104350"
"Anne Holt","1222","3.35","5983","341","93847"
"Anne Holt","Fear Not","3.58","1591","519","136735"
"Andrew Pyper","The Killing Circle","3.57","1766","338","90151"
"Andrew Pyper","The Guardians","3.56","1326","326","81686"
"Andrew Pyper","The Trade Mission: A Novel of Psychological Terror","3.11","237","397","106245"
"Andrew Pyper","Lost Girls: A Novel","3.22","1652","435","125667"
"Allison Brennan","Silenced","4.13","5064","395","99039"
"Allison Brennan","Kiss Me, Kill Me","4.14","7178","380","97705"
"Allison Brennan","If I Should Die","4.03","5786","466","121818"
"Allison Brennan","Love Is Murder","3.86","2612","116","29464"
"Allison Brennan","Love Me to Death","3.97","10035","452","118536"
"Alex Dryden","Moscow Sting","3.6","885","384","106142"
"Alex Dryden","The Blind Spy","3.65","366","375","117274"
"Alex Dryden","Red to Black","3.4","806","400","113801"
"Alex Berenson","The Secret Soldier","4.16","9040","420","109411"
"Alex Berenson","The Silent Man","4.05","10464","428","111835"
"Alex Berenson","The Ghost War","4.05","11127","419","114845"
"Alex Berenson","The Midnight House","4.03","9810","325","102785"
"Alex Berenson","The Faithful Spy","4.02","17680","405","109786"
"Alex Berenson","The Shadow Patrol","4.13","6981","388","104436"
"Åke Edwardson","Sail of Stone","3.45","952","554","124425"
"Åke Edwardson","The Shadow Woman","3.68","1876","454","108577"
"Åke Edwardson","Death Angels","3.52","2946","408","84653"
"Åke Edwardson","Sun and Shadow","3.6","2489","515","113852"
"Åke Edwardson","Frozen Tracks","3.8","2701","576","127707"
"Agatha Christie","Curtain","4.1","47909","223","56773"
"Åke Edwardson","Never End","3.66","1734","402","89533"
"Agatha Christie","Nemesis: A Miss Marple Mystery","3.87","42714","260","77380"
"Agatha Christie","Third Girl","3.69","35752","268","72163"
"Agatha Christie","They Came to Baghdad","4.11","28","264","70378"
"Agatha Christie","The Unexpected Guest","4.11","22566","129","34943"
"Agatha Christie","Murder Is Easy","3.77","30690","206","53835"
"Agatha Christie","Agatha Christie: An Autobiography","4.12","12171","720","240658"
"Agatha Christie","Taken at the Flood","3.75","28264","257","62809"
"Alain Paillou","The Big Four","3.09","97","205","55852"
"Agatha Christie","Evil Under the Sun","3.98","83473","209","57853"
"Agatha Christie","Sad Cypress","3.94","44366","211","52327"
"Agatha Christie","The Mysterious Affair at Styles","4.0","477293","231","57012"
"Agatha Christie","Sleeping Murder: Miss Marple's Last Case","3.99","49889","213","59065"
"Agatha Christie","Hercule Poirot's Christmas","3.98","97702","270","59798"
"Agatha Christie","The Secret Adversary","3.85","68171","297","75763"
"Agatha Christie","N or M?","3.73","45","235","56102"
"Agatha Christie","The Murder of Roger Ackroyd","4.27","318826","228","67875"
"François Rivière & Agatha Christie","Murder in Mesopotamia","3.49","162","261","67614"
"Agatha Christie","They Do It With Mirrors","3.78","43248","204","51044"
"Agatha Christie","Miss Marple: The Complete Short Stories","4.2","14295","334","94552"
"Agatha Christie","The Clocks","3.73","39759","294","74487"
"Agatha Christie","Death on the Nile","4.12","289765","325","78533"
"Agatha Christie","The ABC Murders","4.03","187730","254","58886"
"Agatha Christie","Towards Zero","3.95","27664","231","56923"
